RAMO,ID_UR,EJERCICIO,TRIMESTRE,INSTITUCION,AUDITORÍAS_REALIZADAS,OBSERVACIONES_DETERMINADAS
8,l6U,2008,20081001/20081231,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,75
8,l6U,2008,20081001/20081231,SECRETARÍA DE ENERGÍA,2,2
8,l6U,2008,20081001/20081231,SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES,9,45
8,l6U,2008,20081001/20081231,"SERVICIO NACIONAL DE SANIDAD, INOCUIDAD Y CALIDAD AGROALIMENTARIA",3,9
8,l6U,2008,20081001/20081231,TALLERES GRÁFICOS DE MÉXICO,2,4
8,l6U,2008,20081001/20081231,SERVICIOS A LA NAVEGACIÓN EN EL ESPACIO AÉREO MEXICANO,3,7
8,l6U,2008,20081001/20081231,SECRETARÍA DE ECONOMÍA,5,5
8,l6U,2008,20081001/20081231,TELECOMUNICACIONES DE MÉXICO,3,25
8,l6U,2008,20081001/20081231,SECRETARÍA DE TURISMO,1,14
8,l6U,2008,20081001/20081231,SECRETARÍA DE MARINA,4,0
8,l6U,2008,20081001/20081231,SECRETARÍA DE GOBERNACIÓN,4,19
8,l6U,2008,20081001/20081231,SERVICIO POSTAL MEXICANO,1,9
8,l6U,2008,20081001/20081231,"TELEVISIÓN METROPOLITANA, S.A. DE C.V.",2,4
8,l6U,2008,20081001/20081231,SECRETARIADO EJECUTIVO DEL SISTEMA NACIONAL DE SEGURIDAD PÚBLICA,2,3
8,l6U,2008,20081001/20081231,SECRETARÍA DE SEGURIDAD PÚBLICA,2,14
8,l6U,2008,20081001/20081231,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,2,6
8,l6U,2008,20081001/20081231,SERVICIO DE ADMINISTRACIÓN Y ENAJENACIÓN DE BIENES,5,38
9,J0U,2008,20080701/20080930,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,6,58
9,J0U,2008,20081001/20081231,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,5,30
9,J0U,2008,20080101/20080331,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,5,41
9,J0U,2008,20080401/20080630,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,5,39
9,J2R,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ENSENADA, S.A. DE C.V",2,4
9,J2R,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ENSENADA, S.A. DE C.V",2,3
9,J2R,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ENSENADA, S.A. DE C.V",2,1
9,J2R,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ENSENADA, S.A. DE C.V",2,4
9,J2T,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MAZATLÁN, S.A. DE C.V.",4,9
9,J2T,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MAZATLÁN, S.A. DE C.V.",1,0
9,J2T,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MAZATLÁN, S.A. DE C.V.",2,1
9,J2T,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MAZATLÁN, S.A. DE C.V.",2,1
9,J2V,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO VALLARTA, S.A. DE C.V.",2,2
9,J2V,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO VALLARTA, S.A. DE C.V.",2,0
9,J2V,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO VALLARTA, S.A. DE C.V.",2,1
9,J2V,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO VALLARTA, S.A. DE C.V.",2,1
9,J2W,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V.",2,4
9,J2W,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V.",3,8
9,J2W,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V.",3,1
9,J2W,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V.",1,1
9,J2X,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TUXPAN, S.A. DE C.V.",2,1
9,J2X,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TUXPAN, S.A. DE C.V.",4,9
9,J2X,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TUXPAN, S.A. DE C.V.",3,8
9,J2Y,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ALTAMIRA, S.A. DE C.V.",1,2
9,J2Y,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ALTAMIRA, S.A. DE C.V.",1,5
9,J2Y,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ALTAMIRA, S.A. DE C.V.",1,2
9,J2Y,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ALTAMIRA, S.A. DE C.V.",1,2
9,J2Z,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE GUAYMAS, S.A. DE C.V.",1,1
9,J2Z,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE GUAYMAS, S.A. DE C.V.",1,0
9,J2Z,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE GUAYMAS, S.A. DE C.V.",3,0
9,J3A,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE LÁZARO CÁRDENAS, S.A. DE C.V.",2,0
9,J3A,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE LÁZARO CÁRDENAS, S.A. DE C.V.",2,2
9,J3A,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE LÁZARO CÁRDENAS, S.A. DE C.V.",2,2
9,J3A,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE LÁZARO CÁRDENAS, S.A. DE C.V.",2,0
9,J3B,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MANZANILLO, S.A. DE C.V.",2,0
9,J3B,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MANZANILLO, S.A. DE C.V.",2,2
9,J3B,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MANZANILLO, S.A. DE C.V.",3,2
9,J3B,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MANZANILLO, S.A. DE C.V.",3,5
9,J3C,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PROGRESO, S.A. DE C.V.",2,0
9,J3C,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PROGRESO, S.A. DE C.V.",1,0
9,J3C,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PROGRESO, S.A. DE C.V.",2,3
9,J3D,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TAMPICO, S.A. DE C.V.",2,2
9,J3D,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TAMPICO, S.A. DE C.V.",1,0
9,J3D,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TAMPICO, S.A. DE C.V.",2,3
9,J3D,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TAMPICO, S.A. DE C.V.",2,2
9,J3E,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V.",3,14
9,J3E,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V.",1,2
9,J3E,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V.",3,5
9,J3E,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V.",1,6
9,J3F,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS, S.A. DE C.V.",2,0
9,J3F,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS, S.A. DE C.V.",3,5
9,J3F,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS, S.A. DE C.V.",3,1
9,J3F,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS, S.A. DE C.V.",3,6
9,J3G,2008,20080101/20080331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE SALINA CRUZ, S.A. DE C.V.",1,2
9,J3G,2008,20080701/20080930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE SALINA CRUZ, S.A. DE C.V.",4,3
9,J3G,2008,20080401/20080630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE SALINA CRUZ, S.A. DE C.V.",1,0
9,J3G,2008,20081001/20081231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE SALINA CRUZ, S.A. DE C.V.",4,0
9,J3L,2008,20080701/20080930,"FERROCARRIL DEL ISTMO DE TEHUANTEPEC, S.A. DE C.V.",2,2
9,J3L,2008,20080101/20080331,"FERROCARRIL DEL ISTMO DE TEHUANTEPEC, S.A. DE C.V.",2,5
9,J3L,2008,20080401/20080630,"FERROCARRIL DEL ISTMO DE TEHUANTEPEC, S.A. DE C.V.",3,3
9,J3L,2008,20081001/20081231,"FERROCARRIL DEL ISTMO DE TEHUANTEPEC, S.A. DE C.V.",2,2
9,J3R,2008,20080701/20080930,FERROCARRILES NACIONALES DE MÉXICO en Liquidación,1,2
9,J3R,2008,20080701/20080930,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,1,11
9,J3R,2008,20081001/20081231,FERROCARRILES NACIONALES DE MÉXICO en Liquidación,2,12
9,J3R,2008,20080101/20080331,FERROCARRILES NACIONALES DE MÉXICO en Liquidación,1,13
9,J3R,2008,20080101/20080331,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,2,7
9,J3R,2008,20080401/20080630,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,2,12
9,J3R,2008,20080401/20080630,FERROCARRILES NACIONALES DE MÉXICO en Liquidación,2,24
9,J4V,2008,20080101/20080331,FIDEICOMISO DE FORMACIÓN Y CAPACITACIÓN PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,2,0
9,J4V,2008,20080701/20080930,FIDEICOMISO DE FORMACIÓN Y CAPACITACIÓN PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,4,2
9,J4V,2008,20080401/20080630,FIDEICOMISO DE FORMACIÓN Y CAPACITACIÓN PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,3,30
9,J4V,2008,20081001/20081231,FIDEICOMISO DE FORMACIÓN Y CAPACITACIÓN PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,4,7
9,JZL,2008,20080101/20080331,AEROPUERTOS Y SERVICIOS AUXILIARES,4,17
9,JZL,2008,20080701/20080930,AEROPUERTOS Y SERVICIOS AUXILIARES,3,25
9,JZL,2008,20080401/20080630,AEROPUERTOS Y SERVICIOS AUXILIARES,5,25
9,JZL,2008,20081001/20081231,AEROPUERTOS Y SERVICIOS AUXILIARES,4,12
10,K2N,2008,20080101/20080331,"EXPORTADORA DE SAL, S.A. DE C.V.",2,9
10,K2N,2008,20080701/20080930,"EXPORTADORA DE SAL, S.A. DE C.V.",3,12
10,K2N,2008,20081001/20081231,"EXPORTADORA DE SAL, S.A. DE C.V.",2,5
10,K2N,2008,20080401/20080630,"EXPORTADORA DE SAL, S.A. DE C.V.",3,5
10,K2O,2008,20080701/20080930,FIDEICOMISO DE FOMENTO MINERO,7,7
10,K2O,2008,20080101/20080331,FIDEICOMISO DE FOMENTO MINERO,2,1
10,K2O,2008,20080401/20080630,FIDEICOMISO DE FOMENTO MINERO,4,4
10,K2O,2008,20081001/20081231,FIDEICOMISO DE FOMENTO MINERO,6,4
10,K8V,2008,20080701/20080930,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,2,8
10,K8V,2008,20080101/20080331,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,1,5
10,K8V,2008,20080401/20080630,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,2,12
10,K8V,2008,20081001/20081231,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,1,3
10,LAT,2008,20080101/20080331,PROCURADURÍA FEDERAL DEL CONSUMIDOR,2,7
10,LAT,2008,20080701/20080930,PROCURADURÍA FEDERAL DEL CONSUMIDOR,2,5
10,LAT,2008,20080401/20080630,PROCURADURÍA FEDERAL DEL CONSUMIDOR,4,19
10,LAT,2008,20081001/20081231,PROCURADURÍA FEDERAL DEL CONSUMIDOR,1,3
11,B00,2008,20080701/20080930,INSTITUTO POLITÉCNICO NACIONAL.,12,68
11,B00,2008,20081001/20081231,INSTITUTO POLITÉCNICO NACIONAL.,2,5
11,B00,2008,20080101/20080331,INSTITUTO POLITÉCNICO NACIONAL.,8,47
11,B00,2008,20080401/20080630,INSTITUTO POLITÉCNICO NACIONAL.,8,49
11,D00,2008,20080701/20080930,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,7,19
11,D00,2008,20081001/20081231,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,4,8
11,D00,2008,20080101/20080331,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,3,11
11,D00,2008,20080401/20080630,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,5,15
11,E00,2008,20080701/20080930,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,4,5
11,E00,2008,20081001/20081231,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,3,11
11,E00,2008,20080101/20080331,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,2,7
11,E00,2008,20080401/20080630,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,3,16
11,L5N,2008,20081001/20081231,COLEGIO DE BACHILLERES,2,15
11,L5N,2008,20080101/20080331,COLEGIO DE BACHILLERES,3,13
11,L5N,2008,20080401/20080630,COLEGIO DE BACHILLERES,2,6
11,L5N,2008,20080701/20080930,COLEGIO DE BACHILLERES,3,9
11,L5X,2008,20080701/20080930,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,3,6
11,L5X,2008,20080101/20080331,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,3,7
11,L5X,2008,20080401/20080630,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,4,6
11,L5X,2008,20081001/20081231,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,4,8
11,L6H,2008,20080101/20080331,COMISIÓN FEDERAL DE TELECOMUNICACIONES,1,10
11,L6H,2008,20080101/20080331,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,4,4
11,L6H,2008,20080701/20080930,COMISIÓN FEDERAL DE ELECTRICIDAD,32,72
11,L6H,2008,20080701/20080930,COMISIÓN FEDERAL DE COMPETENCIA,2,16
11,L6H,2008,20080701/20080930,COMISIÓN FEDERAL DE TELECOMUNICACIONES,2,4
11,L6H,2008,20080701/20080930,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,4,6
11,L6H,2008,20080101/20080331,COMISIÓN FEDERAL DE ELECTRICIDAD,25,39
11,L6H,2008,20080101/20080331,COMISIÓN FEDERAL DE COMPETENCIA,2,7
11,L6H,2008,20080401/20080630,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,4,8
11,L6H,2008,20080401/20080630,COMISIÓN FEDERAL DE ELECTRICIDAD,34,74
11,L6H,2008,20080401/20080630,COMISIÓN FEDERAL DE COMPETENCIA,1,3
11,L6H,2008,20080401/20080630,COMISIÓN FEDERAL DE TELECOMUNICACIONES,1,1
11,L6H,2008,20081001/20081231,COMISIÓN FEDERAL DE COMPETENCIA,1,3
11,L6H,2008,20081001/20081231,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,4,4
11,L6H,2008,20081001/20081231,COMISIÓN FEDERAL DE ELECTRICIDAD,16,18
11,L6H,2008,20081001/20081231,COMISIÓN FEDERAL DE TELECOMUNICACIONES,1,5
11,L6I,2008,20080101/20080331,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,1,6
11,L6I,2008,20080101/20080331,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,3,0
11,L6I,2008,20080101/20080331,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,2,7
11,L6I,2008,20080101/20080331,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,2,7
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,2,8
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL FORESTAL,3,9
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,2,16
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,2,4
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,5,57
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,2,2
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,2,1
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,3,4
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,3,8
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,1,0
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,1,3
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL FORESTAL,3,10
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,1,4
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL DEL AGUA,9,69
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,3,7
11,L6I,2008,20080101/20080331,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,2,0
11,L6I,2008,20080101/20080331,COMISIÓN NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,1,1
11,L6I,2008,20080101/20080331,COMISIÓN NACIONAL DEL AGUA,5,162
11,L6I,2008,20080101/20080331,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,5,55
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL DEL AGUA,12,129
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,4,44
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,3,3
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,3,9
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,2,4
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,2,2
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,1,1
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,6,65
11,L6I,2008,20080401/20080630,COMISIÓN NACIONAL FORESTAL,5,21
11,L6I,2008,20080701/20080930,COMISIÓN NACIONAL DEL AGUA,11,125
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,1,0
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,6,44
11,L6I,2008,20081001/20081231,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,1,4
11,L6U,2008,20080701/20080930,"COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURÍSTICO DE TIJUANA, S.A. C.V.",2,10
11,L6U,2008,20081001/20081231,"COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURÍSTICO DE TIJUANA, S.A. C.V.",2,4
11,L6U,2008,20080101/20080331,"COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURÍSTICO DE TIJUANA, S.A. C.V.",2,3
11,L6U,2008,20080401/20080630,"COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURÍSTICO DE TIJUANA, S.A. C.V.",3,11
11,L6W,2008,20080101/20080331,SECRETARIA DE CULTURA,6,26
11,L6W,2008,20080701/20080930,SECRETARIA DE CULTURA,4,16
11,L6W,2008,20080701/20080930,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,2,8
11,L6W,2008,20080701/20080930,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN,1,4
11,L6W,2008,20081001/20081231,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,3,7
11,L6W,2008,20080101/20080331,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN,2,6
11,L6W,2008,20080101/20080331,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,1,5
11,L6W,2008,20080401/20080630,SECRETARIA DE CULTURA,3,11
11,L6W,2008,20080401/20080630,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,2,6
11,L6W,2008,20080401/20080630,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN,2,5
11,L6W,2008,20081001/20081231,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN,1,4
11,L6W,2008,20081001/20081231,SECRETARIA DE CULTURA,4,11
11,L8G,2008,20080101/20080331,"EDUCAL, S.A. DE C.V.",2,11
11,L8G,2008,20080701/20080930,"EDUCAL, S.A. DE C.V.",2,6
11,L8G,2008,20080401/20080630,"EDUCAL, S.A. DE C.V.",2,11
11,L8G,2008,20081001/20081231,"EDUCAL, S.A. DE C.V.",2,4
11,L8P,2008,20080701/20080930,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",2,14
11,L8P,2008,20081001/20081231,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",2,8
11,L8P,2008,20080101/20080331,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",1,12
11,L8P,2008,20080401/20080630,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",1,5
11,L9T,2008,20081001/20081231,FIDEICOMISO DE LOS SISTEMAS NORMALIZADO DE COMPETENCIA LABORAL Y DE CERTIFICACIÓN DE COMPETENCIA LABORAL,1,2
11,MAR,2008,20080101/20080331,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,1,0
11,MAR,2008,20080701/20080930,FONDO DE CULTURA ECONÓMICA,1,4
11,MAR,2008,20080701/20080930,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,2,0
11,MAR,2008,20081001/20081231,FONDO DE CULTURA ECONÓMICA,1,6
11,MAR,2008,20080101/20080331,FONDO DE CULTURA ECONÓMICA,1,5
11,MAR,2008,20080401/20080630,FONDO DE CULTURA ECONÓMICA,2,12
11,MAR,2008,20080401/20080630,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,1,0
11,MAX,2008,20080101/20080331,"IMPRESORA Y ENCUADERNADORA PROGRESO, S.A. DE C.V.",1,9
11,MAX,2008,20080401/20080630,"IMPRESORA Y ENCUADERNADORA PROGRESO, S.A. DE C.V.",1,0
11,MAX,2008,20081001/20081231,"IMPRESORA Y ENCUADERNADORA PROGRESO, S.A. DE C.V.",2,8
11,MDA,2008,20080701/20080930,INSTITUTO NACIONAL PARA LA EVALUACIÓN DE LA EDUCACIÓN,1,3
11,MDA,2008,20080701/20080930,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE LOS ADULTOS,3,12
11,MDA,2008,20081001/20081231,INSTITUTO NACIONAL PARA LA EVALUACIÓN DE LA EDUCACIÓN,1,2
11,MDA,2008,20081001/20081231,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE LOS ADULTOS,1,3
11,MDA,2008,20080101/20080331,INSTITUTO NACIONAL PARA LA EVALUACIÓN DE LA EDUCACIÓN,1,1
11,MDA,2008,20080101/20080331,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE LOS ADULTOS,1,11
11,MDA,2008,20080401/20080630,INSTITUTO NACIONAL PARA LA EVALUACIÓN DE LA EDUCACIÓN,2,4
11,MDA,2008,20080401/20080630,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE LOS ADULTOS,2,13
11,MDB,2008,20080701/20080930,INSTITUTO NACIONAL DE LENGUAS INDÍGENAS,1,2
11,MDB,2008,20081001/20081231,INSTITUTO NACIONAL DE LENGUAS INDÍGENAS,1,3
11,MDB,2008,20080101/20080331,INSTITUTO NACIONAL DE LENGUAS INDÍGENAS,1,3
11,MDB,2008,20080401/20080630,INSTITUTO NACIONAL DE LENGUAS INDÍGENAS,2,6
11,MDC,2008,20080101/20080331,INSTITUTO MEXICANO DE CINEMATOGRAFÍA,2,5
11,MDC,2008,20080401/20080630,INSTITUTO MEXICANO DE CINEMATOGRAFÍA,2,5
11,MDC,2008,20080701/20080930,INSTITUTO MEXICANO DE CINEMATOGRAFÍA,2,3
11,MDC,2008,20081001/20081231,INSTITUTO MEXICANO DE CINEMATOGRAFÍA,1,4
11,MDE,2008,20081001/20081231,INSTITUTO NACIONAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,3,10
11,MDE,2008,20080101/20080331,INSTITUTO NACIONAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,2,11
11,MDE,2008,20080401/20080630,INSTITUTO NACIONAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,3,11
11,MDE,2008,20080701/20080930,INSTITUTO NACIONAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,2,3
11,MDL,2008,20080701/20080930,INSTITUTO MEXICANO DE LA RADIO,4,6
11,MDL,2008,20080101/20080331,INSTITUTO MEXICANO DE LA RADIO,1,1
11,MDL,2008,20080401/20080630,INSTITUTO MEXICANO DE LA RADIO,1,0
11,MGC,2008,20080101/20080331,PEMEX-REFINACION,10,52
11,MGC,2008,20080701/20080930,PEMEX-REFINACION,13,56
11,MGC,2008,20080701/20080930,PEMEX - PETROQUÍMICA,8,19
11,MGC,2008,20080701/20080930,PEMEX-EXPLORACION Y PRODUCCIÓN,23,41
11,MGC,2008,20080701/20080930,PEMEX-GAS Y PETROQUIMICA BÁSICA,10,42
